trans_id,transactions,customer_age
5301,"bottled water,waffles,chocolate",52
5302,"beef,specialty chocolate",32
5303,brown bread,20
5304,bottled beer,77
5305,"sausage,tropical fruit,yogurt,frozen meals,cat food,bottled water,soda,bottled beer,waffles",32
5306,"pip fruit,other vegetables,whole milk,butter,whipped/sour cream,sliced cheese,pastry,hygiene articles,napkins",69
5307,"frankfurter,rolls/buns",19
5308,"UHT-milk,mustard",75
5309,"whole milk,brown bread",51
5310,"butter milk,brown bread",59
5311,whole milk,58
5312,"herbs,whole milk,curd,cat food,soda",25
5313,"tropical fruit,root vegetables,other vegetables,whole milk,yogurt,rice,oil,bathroom cleaner",18
5314,"chicken,rolls/buns,bottled water",20
5315,"curd,cream cheese ,frozen fruits,margarine,cocoa drinks,soda",79
5316,"pork,beef,other vegetables,whole milk,yogurt,margarine,fruit/vegetable juice",68
5317,hamburger meat,52
5318,"hamburger meat,onions,ice cream,misc. beverages,shopping bags",40
5319,"root vegetables,onions,dessert,mayonnaise,brown bread,salt,canned fish,bottled water,fruit/vegetable juice,bottled beer,popcorn",64
5320,"butter,spread cheese,ice cream,rolls/buns,soda,long life bakery product,chocolate,chocolate marshmallow",27
5321,"UHT-milk,sugar,coffee,canned beer",63
5322,"whole milk,cat food",50
5323,"sausage,meat,chicken,beef,citrus fruit,root vegetables,herbs,whole milk,butter,domestic eggs,roll products ,coffee,long life bakery product,waffles",65
5324,"canned beer,specialty bar",23
5325,"whole milk,rolls/buns,canned beer,chewing gum",19
5326,oil,48
5327,"sausage,meat,berries,onions,other vegetables,soft cheese,hard cheese,cream cheese ,mayonnaise,frozen meals,domestic eggs,rolls/buns,mustard,canned fish,shopping bags",55
5328,"frankfurter,mayonnaise,margarine,mustard,ketchup,seasonal products",75
5329,"sliced cheese,rolls/buns",49
5330,"sausage,meat,whole milk,curd,dessert,yogurt,brown bread,dental care,male cosmetics",28
5331,"chicken,pip fruit,whole milk,dessert,margarine,soda,canned beer,liquor,newspapers",46
5332,"butter milk,yogurt",36
5333,"pip fruit,yogurt,cream cheese ,meat spreads,coffee,specialty chocolate,seasonal products,cookware,shopping bags",21
5334,"sausage,berries,sliced cheese,cream cheese ",75
5335,"butter,yogurt",76
5336,"pork,other vegetables",63
5337,cat food,24
5338,"hamburger meat,berries,other vegetables,UHT-milk,hard cheese,processed cheese,canned vegetables,soda,waffles,specialty bar,newspapers",78
5339,"tropical fruit,whole milk,newspapers",36
5340,"whole milk,yogurt,beverages,rolls/buns,bottled water,fruit/vegetable juice",18
5341,"softener,newspapers",35
5342,"rolls/buns,pastry,semi-finished bread",80
5343,"tropical fruit,whole milk",58
5344,"dessert,soft cheese,brown bread,pastry,soda,long life bakery product,hygiene articles,shopping bags",56
5345,newspapers,62
5346,"hamburger meat,herbs,UHT-milk,domestic eggs,oil,chocolate",35
5347,chicken,45
5348,"other vegetables,whole milk,specialty cheese",68
5349,fruit/vegetable juice,56
5350,"chocolate,specialty bar,candy,napkins,flower (seeds)",59
5351,"margarine,misc. beverages",68
5352,cling film/bags,80
5353,"chicken,butter,frozen vegetables,soda,misc. beverages,chocolate,specialty chocolate",36
5354,"salt,salty snack",44
5355,newspapers,50
5356,root vegetables,62
5357,"pip fruit,misc. beverages,chewing gum,specialty chocolate,shopping bags",16
5358,"sausage,spread cheese,domestic eggs,soda,shopping bags",61
5359,"other vegetables,whole milk,salty snack",46
5360,"tropical fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,whipped/sour cream,misc. beverages,fruit/vegetable juice,red/blush wine,salty snack,detergent,shopping bags",67
5361,newspapers,80
5362,"frankfurter,processed cheese,soda",22
5363,fruit/vegetable juice,46
5364,"ham,whole milk,hard cheese,margarine,coffee,fruit/vegetable juice",52
5365,"sausage,pork,beef,tropical fruit,other vegetables,whole milk,butter milk,whipped/sour cream,roll products ,bottled water,detergent,hygiene articles,napkins,house keeping products",74
5366,"frankfurter,beef,whole milk",24
5367,"fish,UHT-milk,cream cheese ,ice cream",76
5368,"chewing gum,specialty bar",41
5369,"citrus fruit,rolls/buns,soda,chewing gum,shopping bags",36
5370,canned beer,32
5371,canned beer,31
5372,canned beer,16
5373,"UHT-milk,soda,detergent",35
5374,"citrus fruit,pip fruit,other vegetables,whole milk,curd,frozen fish,domestic eggs,jam,dishes",64
5375,"whole milk,bottled beer,liquor (appetizer),hygiene articles",39
5376,citrus fruit,49
5377,canned beer,19
5378,dessert,74
5379,"ham,whole milk,dessert,rolls/buns,misc. beverages,waffles,skin care",54
5380,"meat,rolls/buns,misc. beverages",17
5381,"pip fruit,rolls/buns,snack products",54
5382,"UHT-milk,domestic eggs,rolls/buns,fruit/vegetable juice,newspapers",20
5383,canned beer,39
5384,"other vegetables,whole milk,butter milk,margarine",55
5385,"whole milk,butter milk,cream cheese ,coffee",44
5386,"sausage,pip fruit,root vegetables,whole milk,spread cheese,rolls/buns,margarine,bottled water",23
5387,canned beer,52
5388,"yogurt,rolls/buns",16
5389,"root vegetables,UHT-milk,domestic eggs,pasta,margarine,soups,cat food,coffee,bottled water,soda,misc. beverages,sparkling wine,specialty chocolate,specialty bar,seasonal products,female sanitary products,newspapers",49
5390,bottled beer,23
5391,"canned beer,shopping bags",26
5392,"pork,tropical fruit,pip fruit,other vegetables,whipped/sour cream,chocolate,chocolate marshmallow,shopping bags",40
5393,canned beer,51
5394,"pip fruit,soda",77
5395,"meat,pork,soft cheese,oil,margarine,seasonal products",62
5396,"pork,pip fruit,frozen vegetables,brown bread",43
5397,"other vegetables,whole milk,mayonnaise,frozen potato products,pastry,margarine,baking powder",44
5398,"whole milk,domestic eggs",40
5399,"sausage,bottled water",70
5400,misc. beverages,51
5401,"bottled water,newspapers",24
5402,"beef,pip fruit,whole milk,butter,curd,yogurt,condensed milk,white bread,detergent",69
5403,"tropical fruit,bottled water,white wine,newspapers",69
5404,"rolls/buns,brown bread,soda,misc. beverages,bottled beer",31
5405,canned beer,34
5406,"sausage,other vegetables,yogurt,rolls/buns,soda,canned beer",50
5407,"sliced cheese,domestic eggs,rolls/buns,bottled water,soda,pot plants",25
5408,"pork,other vegetables,whole milk,cream cheese ,frozen fish,rolls/buns,pastry",79
5409,soda,77
5410,rolls/buns,23
5411,"soda,bottled beer",76
5412,chocolate,68
5413,"ham,turkey,frozen vegetables,pastry",35
5414,"other vegetables,whole milk,margarine,jam,salty snack,shopping bags",51
5415,canned beer,42
5416,canned beer,23
5417,canned beer,68
5418,"tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,curd,yogurt,tea,bottled water,salty snack,kitchen towels,newspapers",23
5419,"tropical fruit,whole milk,beverages,soda,salty snack,specialty bar,newspapers",42
5420,"canned beer,waffles",22
5421,"canned beer,specialty bar",65
5422,"bottled water,soda",56
5423,"frankfurter,hamburger meat,grapes,other vegetables,whole milk,butter milk,whipped/sour cream,mayonnaise,white bread,roll products ,sauces,salty snack,waffles,chocolate",75
5424,"tropical fruit,root vegetables,onions,other vegetables,curd,whipped/sour cream,spread cheese,white bread,bottled water,soda",72
5425,"liver loaf,other vegetables,butter,yogurt,whipped/sour cream,cream cheese ,margarine,baking powder,long life bakery product,bathroom cleaner",35
5426,shopping bags,18
5427,"tropical fruit,other vegetables,cream cheese ,baking powder,long life bakery product",49
5428,"frankfurter,sausage,organic sausage,white bread,brown bread,waffles,chocolate",73
5429,"citrus fruit,curd,yogurt,newspapers",48
5430,"whole milk,curd,oil,margarine",32
5431,"tropical fruit,berries,root vegetables,butter,UHT-milk,bottled water,soda",39
5432,"beef,root vegetables,soda,fruit/vegetable juice,detergent,newspapers",49
5433,"fruit/vegetable juice,pot plants",56
5434,"frankfurter,sausage,tropical fruit,root vegetables,whole milk,pastry",26
5435,"beef,citrus fruit,root vegetables,whole milk,bottled water,newspapers",48
5436,"beef,whole milk,pastry,flour,pickled vegetables",70
5437,canned beer,26
5438,canned beer,18
5439,rolls/buns,43
5440,"other vegetables,cream cheese ",31
5441,"sausage,whole milk,spread cheese,mayonnaise,rolls/buns,pastry,pickled vegetables,bottled water,shopping bags",23
5442,rolls/buns,43
5443,"yogurt,frozen dessert,rolls/buns,pastry,soda,fruit/vegetable juice,napkins",53
5444,"pork,whole milk,pastry,sugar,newspapers",44
5445,"tropical fruit,root vegetables,whole milk,yogurt,whipped/sour cream,rolls/buns,margarine,sugar,Instant food products,bottled water",17
5446,"rolls/buns,margarine,bottled water,rum,red/blush wine,long life bakery product,waffles,chocolate",32
5447,"hamburger meat,whole milk,misc. beverages,red/blush wine",16
5448,"pip fruit,pastry",37
5449,"whole milk,bottled water,bottled beer,newspapers",66
5450,pastry,38
5451,"whole milk,sugar,cat food",17
5452,"sausage,root vegetables,whole milk,whipped/sour cream,rolls/buns,mustard",31
5453,canned beer,30
5454,"beef,rolls/buns",56
5455,canned beer,46
5456,"frankfurter,beef,other vegetables,cream cheese ,domestic eggs,baking powder,salty snack,shopping bags",53
5457,"pastry,coffee,chewing gum",45
5458,"sausage,pork,hard cheese,rolls/buns,pickled vegetables,dish cleaner",36
5459,"tropical fruit,bottled water",29
5460,whole milk,46
5461,"sausage,pork,white wine",64
5462,"root vegetables,other vegetables,cream cheese ,chocolate",70
5463,frozen meals,22
5464,"other vegetables,bottled water,canned beer,chewing gum,newspapers",51
5465,"chicken,hamburger meat,herbs,dessert,beverages,oil,soda,dish cleaner",27
5466,"bottled water,canned beer",72
5467,"whole milk,yogurt",63
5468,"whole milk,rolls/buns,bottled water",52
5469,"frankfurter,pork,brown bread,potato products",63
5470,"beef,hamburger meat,pip fruit,berries,other vegetables,rolls/buns,semi-finished bread,baking powder,white wine,napkins,cling film/bags",59
5471,"sausage,berries,rolls/buns,chewing gum,shopping bags",30
5472,"sausage,ham,tropical fruit,whole milk,butter,processed cheese,rolls/buns,potato products,rice,margarine,cereals,cat food,fruit/vegetable juice,bottled beer,chocolate,napkins",57
5473,candy,23
5474,"sausage,other vegetables,dessert,yogurt,UHT-milk,cream cheese ,frozen vegetables,rolls/buns,brown bread,pastry,specialty bar",79
5475,"citrus fruit,dessert,yogurt,UHT-milk,frozen vegetables,frozen fish,zwieback,spices,waffles",62
5476,"sausage,ham,sliced cheese,frozen fish,rolls/buns,margarine,mustard",34
5477,"other vegetables,whole milk,yogurt,ice cream,brown bread,pastry,soda,newspapers",36
5478,"sausage,whole milk,rolls/buns",27
5479,"other vegetables,whole milk,rolls/buns,skin care,dishes,flower (seeds)",44
5480,canned beer,80
5481,"detergent,photo/film",71
5482,"citrus fruit,tropical fruit,pip fruit,root vegetables,packaged fruit/vegetables,dessert,yogurt,UHT-milk,hard cheese,mayonnaise,domestic eggs,spices,canned vegetables,fruit/vegetable juice,candy",66
5483,"beef,root vegetables,herbs,other vegetables,whole milk,butter,rolls/buns,brown bread,bottled beer,long life bakery product,pot plants",49
5484,"other vegetables,packaged fruit/vegetables,brown bread,pastry,light bulbs,newspapers",77
5485,bottled beer,73
5486,"other vegetables,whole milk",54
5487,"fruit/vegetable juice,waffles",61
5488,misc. beverages,69
5489,"tropical fruit,berries,whole milk,butter,butter milk,brown bread",48
5490,"pip fruit,pastry,margarine",76
5491,"sausage,chicken,other vegetables,whole milk,whipped/sour cream,domestic eggs,rolls/buns,house keeping products",64
5492,"root vegetables,whole milk,hard cheese,sauces,bottled water,fruit/vegetable juice",27
5493,"zwieback,cat food,dish cleaner",17
5494,"chicken,beef,tropical fruit,other vegetables,soft cheese,pickled vegetables,bottled water,detergent,newspapers",18
5495,"tropical fruit,yogurt,UHT-milk,bottled water,soda",48
5496,"tropical fruit,butter milk,beverages,bottled water,fruit/vegetable juice,salty snack,chewing gum,napkins,newspapers,shopping bags",71
5497,"root vegetables,rolls/buns",50
5498,canned beer,80
5499,"beef,pip fruit,root vegetables,whole milk,soft cheese,bottled beer,detergent",56
5500,"hamburger meat,root vegetables,whole milk,yogurt,brown bread,pastry,bottled beer,specialty chocolate,flower (seeds)",31
5501,"other vegetables,ice cream,brown bread,soda,house keeping products,newspapers",74
5502,liquor (appetizer),77
5503,"pip fruit,root vegetables,frozen vegetables,rolls/buns,semi-finished bread,soda,white wine,newspapers",42
5504,newspapers,28
5505,"turkey,tropical fruit,root vegetables,other vegetables,butter,whipped/sour cream,hard cheese,ketchup,fruit/vegetable juice,candy,napkins",42
5506,"rolls/buns,margarine,bottled water,bottled beer",16
5507,"sausage,soda",39
5508,"beef,margarine,bottled beer,flower (seeds)",58
5509,"whole milk,yogurt,brown bread,chocolate,newspapers",59
5510,"whole milk,rolls/buns,baking powder,chocolate",66
5511,"pip fruit,whole milk,frozen vegetables,bottled water",22
5512,"meat,whole milk,rolls/buns",63
5513,"hamburger meat,whole milk,tidbits,frozen fish,ice cream,sauces,salty snack,kitchen towels",43
5514,photo/film,58
5515,other vegetables,24
5516,"root vegetables,white bread,brown bread",64
5517,"other vegetables,white bread,pickled vegetables,soda,shopping bags",49
5518,"citrus fruit,pip fruit,other vegetables,whole milk,frozen vegetables,bottled water",70
5519,beef,80
5520,"frankfurter,whole milk,yogurt,frozen vegetables,coffee,bottled water,bottled beer",39
5521,"ham,beef,tropical fruit,cat food",44
5522,"soda,bottled beer,specialty bar",46
5523,"bottled beer,newspapers",75
5524,"soda,bottled beer",30
5525,"turkey,pork,beef,herbs,other vegetables,soft cheese,frozen vegetables,rolls/buns,rice",78
5526,pork,57
5527,"citrus fruit,tropical fruit,pip fruit,other vegetables,curd,butter milk,UHT-milk,frozen meals,brown bread,semi-finished bread,spices,fruit/vegetable juice,hygiene articles",38
5528,"grapes,other vegetables,whole milk,sugar",36
5529,"other vegetables,whole milk,butter,domestic eggs,waffles,candy,seasonal products,detergent",44
5530,"root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,flour,long life bakery product,shopping bags",48
5531,tropical fruit,39
5532,rolls/buns,56
5533,"citrus fruit,other vegetables",64
5534,"yogurt,beverages,domestic eggs,rolls/buns,pastry,soda,long life bakery product,chocolate,chocolate marshmallow,napkins",74
5535,"chicken,beef,other vegetables",78
5536,"tropical fruit,whipped/sour cream,bottled water,soda,bottled beer,pot plants",78
5537,"tropical fruit,whole milk,sauces,sweet spreads,chocolate,newspapers",76
5538,"other vegetables,hard cheese,newspapers",36
5539,"margarine,misc. beverages,bottled beer",66
5540,"pork,whole milk,butter,domestic eggs,margarine,ready soups,newspapers",68
5541,"frankfurter,hamburger meat,UHT-milk,mayonnaise,rolls/buns,pastry,mustard,ketchup,Instant food products,soda,dish cleaner,dental care,shopping bags",43
5542,"ham,chicken,root vegetables,onions,other vegetables,yogurt,whipped/sour cream,sliced cheese,frozen vegetables,frozen meals,ice cream,newspapers",17
5543,"cream cheese ,coffee,chocolate,candy,make up remover,shopping bags",41
5544,bottled water,57
5545,canned beer,53
5546,"frozen potato products,rolls/buns,brown bread",50
5547,pip fruit,62
5548,"citrus fruit,root vegetables,other vegetables,coffee,liquor,chocolate,candy,seasonal products,flower (seeds),shopping bags",44
5549,"frankfurter,chicken,pork,tropical fruit,pip fruit,yogurt,whipped/sour cream,frozen vegetables,semi-finished bread,zwieback,flour,vinegar,margarine,pickled vegetables,bottled water,soda,waffles,chocolate,chocolate marshmallow,detergent,napkins",41
5550,"other vegetables,whole milk,margarine",41
5551,"chicken,tropical fruit,root vegetables,other vegetables,whole milk,dessert,yogurt,pastry,newspapers",29
5552,"pip fruit,other vegetables,fruit/vegetable juice",24
5553,"frankfurter,citrus fruit,other vegetables,butter milk,yogurt,whipped/sour cream,rolls/buns,brown bread,pickled vegetables,canned fish,tea",55
5554,"frozen meals,ice cream,frozen potato products",54
5555,"root vegetables,onions,whole milk,curd,yogurt,whipped/sour cream,soft cheese,cream cheese ,curd cheese,frozen fish,rolls/buns,waffles",26
5556,beef,43
5557,"sausage,fish,curd,processed cheese,pastry",66
5558,"whole milk,frozen fish,rolls/buns,pickled vegetables",42
5559,"beef,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,cream cheese ,cat food,napkins",39
5560,"pork,domestic eggs,soda",71
5561,artif. sweetener,25
5562,"frankfurter,ham,tropical fruit,yogurt,curd cheese,frozen fish,zwieback,margarine,fruit/vegetable juice",36
5563,"rolls/buns,canned fish,canned beer",23
5564,"canned beer,newspapers",44
5565,"mayonnaise,rolls/buns,soda,specialty chocolate",25
5566,"rolls/buns,fruit/vegetable juice",69
5567,"sausage,sliced cheese,canned beer",57
5568,"hard cheese,candles",59
5569,"frankfurter,whole milk,white bread,margarine,bottled beer,detergent,pot plants",64
5570,"frankfurter,meat,whole milk,whipped/sour cream,UHT-milk,hard cheese,coffee,waffles,napkins",49
5571,"bottled water,newspapers",37
5572,"sausage,pip fruit,whole milk,white bread,salt,pasta,oil,sugar,bottled water,soda,bottled beer",54
5573,whole milk,78
5574,"citrus fruit,domestic eggs,jam",45
5575,pork,78
5576,"condensed milk,margarine,fruit/vegetable juice,canned beer",40
5577,"sausage,finished products,pork,tropical fruit,other vegetables,whole milk,yogurt,whipped/sour cream,cream cheese ,white bread,baking powder,long life bakery product,house keeping products,pot plants",67
5578,"brown bread,canned beer",23
5579,"whole milk,butter,coffee,bottled water,seasonal products,candles",65
5580,"frankfurter,sausage,rolls/buns,brown bread,soda,shopping bags",51
5581,"domestic eggs,specialty chocolate",25
5582,"sausage,root vegetables,beverages,rolls/buns,soda",65
5583,"other vegetables,whole milk,yogurt,rolls/buns,female sanitary products,hygiene articles",58
5584,"pork,semi-finished bread,soda",66
5585,"other vegetables,whole milk,curd,whipped/sour cream,frozen vegetables,roll products ,semi-finished bread,salty snack,seasonal products",40
5586,"frankfurter,citrus fruit,rolls/buns,soda",51
5587,"beef,root vegetables,frozen vegetables,brown bread,misc. beverages",46
5588,"pork,salad dressing,oil,sauces,coffee,soda,canned beer,liquor (appetizer),candy,newspapers",19
5589,"white bread,misc. beverages,long life bakery product",39
5590,dessert,74
5591,"pip fruit,root vegetables,UHT-milk,condensed milk,frozen fish,candy",79
5592,"sausage,tropical fruit,whole milk,whipped/sour cream,specialty cheese,soda,skin care",59
5593,"frankfurter,rolls/buns,bottled water",57
5594,"chicken,grapes,root vegetables,whole milk,domestic eggs,detergent,newspapers",53
5595,"chicken,pip fruit,other vegetables,butter,soft cheese,frozen vegetables,long life bakery product,candles",62
5596,other vegetables,50
5597,house keeping products,74
5598,"pork,whole milk,bottled water,soda,napkins",19
5599,bathroom cleaner,17
5600,"beverages,newspapers",80
5601,"butter,brown bread,seasonal products",33
5602,"sausage,tropical fruit,pip fruit,whole milk,soft cheese,processed cheese,white bread,pastry,semi-finished bread,oil,mustard,ketchup,soda,misc. beverages,long life bakery product,waffles,chocolate,specialty chocolate,detergent,napkins,house keeping products",49
5603,"canned beer,shopping bags",32
5604,"salt,cling film/bags",52
5605,"beef,root vegetables,whole milk,margarine",35
5606,shopping bags,35
5607,"curd,semi-finished bread,baking powder",70
5608,"fruit/vegetable juice,chewing gum",18
5609,"sausage,whipped/sour cream,bottled water,pot plants",31
5610,"sausage,yogurt",25
5611,"sausage,pip fruit,root vegetables,onions,whole milk,butter,dessert,soft cheese,cream cheese ,specialty cheese,domestic eggs,salt,pasta,vinegar,oil,mustard,ketchup,canned vegetables,pickled vegetables,canned fish,instant coffee,tea,misc. beverages,bottled beer,white wine,chocolate,abrasive cleaner,hygiene articles",61
5612,"grapes,whole milk,butter,rolls/buns,coffee,bottled water,soda,misc. beverages,pot plants",59
5613,"frankfurter,whole milk,cream cheese ,specialty chocolate",68
5614,"berries,other vegetables,yogurt,whipped/sour cream,bottled water,waffles,seasonal products",43
5615,"citrus fruit,root vegetables,other vegetables",53
5616,canned beer,28
5617,canned beer,60
5618,"tropical fruit,curd",37
5619,"whole milk,brown bread,dog food,chocolate,hygiene articles,pot plants",24
5620,"whole milk,rolls/buns,soda,canned beer,liquor,shopping bags",41
5621,"other vegetables,bottled beer,house keeping products",23
5622,"citrus fruit,root vegetables,other vegetables,whole milk",20
5623,"pork,beef,root vegetables,other vegetables,whole milk,UHT-milk,frozen vegetables,rice,baking powder,dog food,soda",48
5624,"beef,other vegetables,whipped/sour cream,newspapers",49
5625,"meat,pip fruit,other vegetables,brown bread,roll products ,soda",57
5626,canned beer,49
5627,"whole milk,butter,rolls/buns",70
5628,"curd cheese,bottled water,white wine",26
5629,"citrus fruit,tropical fruit,onions,UHT-milk,specialty fat,instant coffee,bottled water,soda,fruit/vegetable juice,bottled beer,salty snack,newspapers",51
5630,cooking chocolate,64
5631,"whole milk,bottled water",64
5632,sugar,69
5633,"chicken,frozen vegetables,frozen meals,frozen dessert",45
5634,"citrus fruit,tropical fruit,other vegetables,whole milk,curd,rolls/buns",25
5635,"sausage,chicken,herbs,other vegetables,whole milk,whipped/sour cream,sliced cheese,domestic eggs,rolls/buns,brown bread,margarine,soda,waffles,chocolate marshmallow",68
5636,"whole milk,rolls/buns",61
5637,whole milk,69
5638,rolls/buns,32
5639,"pork,root vegetables,whole milk,domestic eggs,pasta,ketchup,hygiene articles,newspapers",29
5640,"root vegetables,onions,whole milk,whipped/sour cream,pickled vegetables",34
5641,"citrus fruit,root vegetables,other vegetables,whole milk,margarine,specialty fat,hygiene articles",56
5642,"citrus fruit,tropical fruit,whole milk,yogurt,whipped/sour cream,preservation products",36
5643,"whole milk,butter milk",57
5644,"pork,beef,other vegetables,whipped/sour cream,waffles,chewing gum",28
5645,"citrus fruit,other vegetables,bottled water,fruit/vegetable juice,shopping bags",74
5646,"frankfurter,pip fruit,root vegetables,other vegetables,curd,butter milk,spread cheese,soups,house keeping products",42
5647,"citrus fruit,other vegetables,yogurt",55
5648,"sausage,meat,pork,beef,root vegetables,other vegetables,UHT-milk,flour,detergent,shopping bags",30
5649,"chicken,curd,butter milk,UHT-milk,rolls/buns,fruit/vegetable juice,newspapers",59
5650,"other vegetables,whole milk,yogurt,rolls/buns",30
5651,"onions,other vegetables,rolls/buns,coffee,specialty chocolate",52
5652,"hamburger meat,dessert,soda,fruit/vegetable juice",48
5653,"frankfurter,curd,rolls/buns,brown bread,mustard,candy",36
5654,canned beer,22
5655,"bottled water,canned beer,white wine",58
5656,soda,59
5657,"turkey,other vegetables,butter,rolls/buns,pastry,oil",64
5658,"rolls/buns,fruit/vegetable juice",37
5659,"frozen vegetables,rolls/buns",77
5660,"other vegetables,curd,margarine",48
5661,"pork,hamburger meat,tropical fruit,pip fruit,other vegetables,whipped/sour cream,beverages,white bread",24
5662,soda,16
5663,"turkey,root vegetables,other vegetables,whole milk,butter milk,UHT-milk,brown bread,bottled water",37
5664,"sausage,rolls/buns,pastry,bottled water",53
5665,"whole milk,whipped/sour cream,domestic eggs,white bread,photo/film",68
5666,newspapers,65
5667,coffee,29
5668,"hamburger meat,root vegetables,other vegetables,whole milk,sliced cheese",72
5669,"turkey,pip fruit,other vegetables,whole milk,frozen vegetables",74
5670,"sausage,tropical fruit,other vegetables,beverages,processed cheese,rolls/buns,soda,chewing gum",18
5671,"whole milk,butter milk,salt,sugar,soda,long life bakery product,waffles",41
5672,"sausage,pork,hamburger meat,citrus fruit,other vegetables,whole milk,soft cheese,domestic eggs,rolls/buns,sugar,cat food,chocolate",40
5673,"other vegetables,whole milk,bottled water",72
5674,shopping bags,31
5675,"pork,whole milk,curd cheese,frozen vegetables,cat food",78
5676,"pork,soda",16
5677,"beef,hamburger meat,other vegetables,sliced cheese",79
5678,"sausage,chicken,tropical fruit,berries,root vegetables,onions,whole milk,butter,yogurt,hard cheese,domestic eggs,vinegar,spices,long life bakery product,dish cleaner,newspapers",23
5679,"whole milk,bottled beer",71
5680,soda,27
5681,canned beer,44
5682,"beef,berries,root vegetables,onions,flour,mustard,soda,bottled beer,salty snack,popcorn",45
5683,"frankfurter,finished products,chicken,other vegetables,whole milk,curd,flour,pasta,salty snack",28
5684,other vegetables,65
5685,"other vegetables,whole milk,curd,yogurt,cream cheese ,pastry,salty snack",43
5686,"root vegetables,whole milk,domestic eggs,female sanitary products,newspapers",38
5687,"pip fruit,soda,bottled beer,canned beer,waffles,chocolate",21
5688,"sausage,pork,tropical fruit,root vegetables,herbs,whole milk,curd,yogurt,whipped/sour cream,chewing gum,male cosmetics,newspapers",54
5689,"other vegetables,butter,soda,bottled beer,liquor,rum,chocolate marshmallow,hygiene articles,newspapers",41
5690,pork,17
5691,"meat,whole milk,sliced cheese,brown bread,pastry,fruit/vegetable juice,newspapers",54
5692,"pork,other vegetables,whole milk,butter,whipped/sour cream,hard cheese,cat food,pet care,coffee,liquor,napkins,dishes,kitchen towels",34
5693,"dessert,rolls/buns,napkins,newspapers,shopping bags",18
5694,"other vegetables,cream cheese ,margarine,canned vegetables,bottled beer",18
5695,"condensed milk,rolls/buns,brown bread,coffee,bottled water,soda",37
5696,"ice cream,brown bread",79
5697,"chicken,whole milk,frozen meals,domestic eggs,brown bread,ketchup,dog food,misc. beverages,napkins",43
5698,"root vegetables,whole milk,condensed milk,frozen vegetables,rolls/buns,white bread",48
5699,"frankfurter,chicken,beef,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,dessert,whipped/sour cream,soft cheese,cream cheese ,frozen vegetables,frozen meals,frozen potato products,domestic eggs,white bread,semi-finished bread,oil,instant coffee,soda,fruit/vegetable juice,flower (seeds)",48
5700,hamburger meat,50
5701,"UHT-milk,ice cream,bottled water,soda,shopping bags",36
5702,"frankfurter,sausage,chicken,citrus fruit,root vegetables,other vegetables,frozen vegetables,rice,newspapers",54
5703,"pastry,soda",69
5704,"other vegetables,rolls/buns,bottled beer",48
5705,"onions,other vegetables,soda,fruit/vegetable juice",51
5706,"pastry,canned beer,male cosmetics,newspapers",33
5707,"citrus fruit,root vegetables,whole milk,yogurt,whipped/sour cream,condensed milk,rolls/buns,flour,long life bakery product",46
5708,hamburger meat,43
5709,"chicken,citrus fruit,root vegetables,other vegetables,butter,sweet spreads,coffee",38
5710,"whole milk,white bread,flour,sugar,pot plants",35
5711,"chicken,whole milk,semi-finished bread,jam,coffee,soda,napkins,shopping bags",16
5712,shopping bags,55
5713,"citrus fruit,root vegetables,margarine,misc. beverages,long life bakery product,waffles",63
5714,"citrus fruit,root vegetables,herbs,other vegetables,butter,whipped/sour cream,mayonnaise,rum,waffles",53
5715,"chicken,yogurt,whipped/sour cream,frozen dessert,soda,pot plants",45
5716,bottled beer,78
5717,specialty chocolate,78
5718,"other vegetables,whole milk,yogurt",28
5719,"pork,root vegetables,whole milk,UHT-milk,frozen meals,softener,shopping bags",80
5720,whole milk,38
5721,"beef,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,mayonnaise",38
5722,"sausage,meat,tropical fruit,rolls/buns,margarine,bottled water,bottled beer,skin care,hygiene articles,shopping bags",48
5723,"root vegetables,herbs,other vegetables,whole milk,butter milk,whipped/sour cream,shopping bags",68
5724,"chicken,pip fruit,whole milk,rolls/buns,brown bread,pastry,semi-finished bread,margarine,bottled water,newspapers",18
5725,"turkey,beef,other vegetables,whipped/sour cream,baking powder,cat food,chocolate",20
5726,soda,63
5727,"root vegetables,herbs,whole milk,butter,curd,rolls/buns,soda,chocolate,candy",34
5728,"sausage,whole milk,semi-finished bread,flour,fruit/vegetable juice,napkins",20
5729,"pastry,soda,canned beer,white wine,newspapers",30
5730,"sausage,citrus fruit,pip fruit,whole milk,dessert,domestic eggs,brown bread,margarine,specialty chocolate",75
5731,"yogurt,rolls/buns",32
5732,"pip fruit,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,sliced cheese,domestic eggs,soups,coffee,detergent",30
5733,"sausage,whole milk,yogurt,hard cheese,domestic eggs,brown bread,salty snack,waffles,chocolate,newspapers",55
5734,"ham,chicken,citrus fruit,other vegetables,whole milk,yogurt,whipped/sour cream,bottled beer,chocolate,softener,pot plants",58
